Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify user should be able to enter special symbols in 'Password' field.,EL-170,10204,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 11:38 AM,07/Sep/21 12:48 PM,07/Sep/21 12:47 PM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-137,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0016i:,,EL Sprint 1,,,,,,,,Done
Verify after clicking 'I Lost My Password ' link user navigates to I lost my password page.,EL-169,10203,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 7:01 AM,08/Sep/21 7:36 AM,08/Sep/21 6:27 AM,08/Sep/21 7:36 AM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-168,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0016a:,,EL Sprint 1,,,,,,,,Done
Verify after clicking 'Sign Up' link user navigates to registration page.,EL-168,10202,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 6:46 AM,07/Sep/21 12:49 PM,09/Sep/21 5:37 AM,07/Sep/21 12:49 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-149,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00162:,,EL Sprint 1,,,,,,,,Done
Verify user must get validation message for entering the 'User Name' of more than 50 characters in registration page.,EL-167,10201,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 6:27 AM,07/Sep/21 12:50 PM,07/Sep/21 12:50 PM,07/Sep/21 12:50 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-115,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0015u:,,EL Sprint 1,,,,,,,,Done
Linkedin ID is accepting invalid template link and characters more than 100,EL-166,10200,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 6:08 AM,07/Sep/21 10:45 AM,09/Sep/21 5:37 AM,,,0,"Linkedin ID field accepts invalid template link and characters more than 100.

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Linkedin ID field.

 

Expected Result

Linkedin ID field should not accept invalid template link and characters more than 100.

Actual Result

Linkedin ID field accepts invalid template link and characters more than 100. 



User is able to enter invalid template link and characters more than 100. 



!image-20210907-060919.png|width=1209,height=789!

User is able to Register using invalid template link and characters more than 100. 

!image-20210907-061344.png|width=1469,height=508!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-95,EL-96,EL-12,,,EL-95,EL-96,,,,,,,,,,,,,,,07/Sep/21 6:19 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-060919.png;https://corporateola281999.atlassian.net/secure/attachment/10019/image-20210907-060919.png,07/Sep/21 6:19 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-061344.png;https://corporateola281999.atlassian.net/secure/attachment/10020/image-20210907-061344.png,,,,,,,,{},,,,,,,0|i0015m:,,EL Sprint 1,,,,,,,,To Do
Skype ID is accepting invalid template link and ID having more than 100 characters.,EL-165,10199,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 5:22 AM,07/Sep/21 10:39 AM,09/Sep/21 5:37 AM,,,0,"Skype ID field accepts invalid template link and characters more than 100.

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Skype ID field.

 

Expected Result

Skype ID field should not accept invalid template link and characters more than 100.

Actual Result

Skype ID field accepts invalid template link and characters more than 100. 



User is able to enter  Skype ID having invalid template link and characters more than 100., still user does not get any validation message.

!image-20210907-085243.png|width=1180,height=772!

User is able to register using invalid template link and Id containing more than 100 characters

!image-20210907-085325.png|width=1338,height=420!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-91,EL-92,EL-11,,,EL-91,EL-92,,,,,,,,,,,,,,,07/Sep/21 8:53 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-085243.png;https://corporateola281999.atlassian.net/secure/attachment/10035/image-20210907-085243.png,07/Sep/21 8:53 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-085325.png;https://corporateola281999.atlassian.net/secure/attachment/10034/image-20210907-085325.png,,,,,,,,{},,,,,,,0|i0015e:,,EL Sprint 1,,,,,,,,To Do
Code field is accepting Special Symbols and values more than 100. ,EL-164,10198,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 4:53 AM,07/Sep/21 10:34 AM,09/Sep/21 5:37 AM,,,0,"Code field accept special symbols and characters more than 100.

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Code field.

 

Expected Result

Code field should not accept special symbols and characters more than 100.

Actual Result

Code field accept special symbols and characters more than 100.

 

User is able to enter special symbols and characters more than 100  , still user does not get any validation message.

!image-20210907-084747.png|width=1197,height=748!



User is able to register with code having special symbols and characters more than 100 .

!image-20210907-084850.png|width=1378,height=489!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-87,EL-10,EL-88,,,EL-88,EL-87,,,,,,,,,,,,,,,07/Sep/21 8:49 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-084747.png;https://corporateola281999.atlassian.net/secure/attachment/10032/image-20210907-084747.png,07/Sep/21 8:49 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-084850.png;https://corporateola281999.atlassian.net/secure/attachment/10033/image-20210907-084850.png,,,,,,,,{},,,,,,,0|i00156:,,EL Sprint 1,,,,,,,,To Do
"Phone field is accepting Special Symbols, Alphanumeric Characters, and Length of Phone more than 12.",EL-163,10197,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 4:15 AM,07/Sep/21 10:22 AM,09/Sep/21 5:37 AM,,,0,"Phone field accept Special Symbols, Alphanumeric Characters, Length of Phone more than 12.

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Phone field

 

Expected Result

Phone field should not accept Special Symbols, Alphanumeric Characters, Length of Phone more than 12.

Actual Result

Phone field accepts Special Symbols, Alphanumeric Characters, Length of Phone more than 12.

 

User is able to enter Phone number of Special Symbols, Alphanumeric Characters, Length of Phone more than 12., still user does not get any validation message.

!image-20210907-084406.png|width=1225,height=704!



User is able to Register and login Phone number of Special Symbols, Alphanumeric Characters, Length of Phone more than 12.

!image-20210907-084444.png|width=1331,height=442!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-71,EL-8,EL-70,EL-72,,EL-72,EL-70,EL-71,,,,,,,,,,,,,,07/Sep/21 8:45 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-084406.png;https://corporateola281999.atlassian.net/secure/attachment/10031/image-20210907-084406.png,07/Sep/21 8:45 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-084444.png;https://corporateola281999.atlassian.net/secure/attachment/10030/image-20210907-084444.png,,,,,,,,{},,,,,,,0|i0014y:,,EL Sprint 1,,,,,,,,To Do
Password and Confirm Password is accepting password length more than 100.,EL-162,10196,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 3:56 AM,07/Sep/21 10:05 AM,08/Sep/21 7:21 AM,,,0,"Password and Confirm Password  field accept more than 100 characters

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Password and Confirm Password field

 

Expected Result

Password and Confirm Password  field should not accept more than 100 characters

Actual Result

Password and Confirm Password field accepts more than 100 characters.

 

User is able to enter Password and Confirm Password  of more than 100 characters for Password and Confirm Password , still user does not get any validation message.

!image-20210907-040152.png|width=1707,height=960!



User is able to login with Password and Confirm Password of more than 100 characters for Password and Confirm Password.

!image-20210907-040235.png|width=1707,height=960!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-160,EL-6,EL-7,EL-161,,EL-160,EL-161,,,,,,,,,,,,,,,07/Sep/21 4:03 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-040152.png;https://corporateola281999.atlassian.net/secure/attachment/10012/image-20210907-040152.png,07/Sep/21 4:03 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-040235.png;https://corporateola281999.atlassian.net/secure/attachment/10011/image-20210907-040235.png,,,,,,,,{},,,,,,,0|i0014q:,,EL Sprint 1,,,,,,,,To Do
Verify user should not be able to enter 'Confirm Password' of length more than 100.,EL-161,10195,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 3:54 AM,07/Sep/21 12:39 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-160,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0014i:,,EL Sprint 1,,,,,,,,In Progress
Verify user should not be able to enter 'Password' of length more than 100.,EL-160,10194,Test,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,07/Sep/21 3:52 AM,07/Sep/21 12:39 PM,09/Sep/21 5:37 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-49,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0014a:,,EL Sprint 1,,,,,,,,In Progress
Email is accepting more than 100 characters.,EL-159,10193,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 12:40 PM,07/Sep/21 9:39 AM,09/Sep/21 5:37 AM,,,0,"Email field accept more than 100 characters

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Email field

 

Expected Result

Email field should not accept more than 100 characters

Actual Result

Email field accepts more than 100 characters

 

User is able to enter email of more than 100 characters for Email and user does not get any validation message.

!image-20210907-083932.png|width=1154,height=611!



User is able to login with email of more than 100 characters for Email and user does not get any validation message.

!image-20210907-084024.png|width=1614,height=502!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-5,EL-31,,,,EL-31,,,,,,,,,,,,,,,,07/Sep/21 8:40 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-083932.png;https://corporateola281999.atlassian.net/secure/attachment/10028/image-20210907-083932.png,07/Sep/21 8:40 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-084024.png;https://corporateola281999.atlassian.net/secure/attachment/10029/image-20210907-084024.png,,,,,,,,{},,,,,,,0|i00142:,,EL Sprint 1,,,,,,,,To Do
Last Name field is accepting more than 100 character and special symbols.,EL-158,10192,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 12:14 PM,07/Sep/21 9:25 AM,09/Sep/21 5:37 AM,,,0,"Last Name field accept more than 100 characters and special symbols

1.Go to application

2.Go to Login Page

3.Go on sign up page

4.Registration page will open

5.Verify Last Name field

 

Expected Result

Last Name field should not accept characters more than 100 and special characters

Actual Result

Last Name field accepts characters more than 100 and special characters

 

User is able to enter characters more than 100 and  special symbols for Last Name and user does not get any validation message.

!image-20210907-083503.png|width=1316,height=629!



User is able to login with Last Name having more than 100 characters and special symbols.

!image-20210907-083612.png|width=1532,height=425!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-33,EL-36,EL-35,,,EL-36,EL-35,,,,,,,,,,,,,,,07/Sep/21 8:37 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-083503.png;https://corporateola281999.atlassian.net/secure/attachment/10026/image-20210907-083503.png,07/Sep/21 8:37 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-083612.png;https://corporateola281999.atlassian.net/secure/attachment/10027/image-20210907-083612.png,,,,,,,,{},,,,,,,0|i0013u:,,EL Sprint 1,,,,,,,,To Do
First Name field is accepting special symbols,EL-157,10191,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,High,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 11:30 AM,07/Sep/21 9:02 AM,09/Sep/21 5:37 AM,,,0,"First Name field accept more than 100 characters

    1.Go to application

    2.Go to Login Page

    3.Go on sign up page 

    4.Registration page will open

    5.Verify First Name field 



Expected Result

    First Name field should not accept any special characters

Actual Result

    First Name field accepts special characters



User is able to enter with special symbols for First Name and user does not get any validation message

!image-20210907-072405.png|width=1299,height=687!



User is able to register using special symbols in First Name field

!image-20210907-072843.png|width=1340,height=397!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-3,EL-18,,,,EL-18,,,,,,,,,,,,,,,,07/Sep/21 7:28 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-072405.png;https://corporateola281999.atlassian.net/secure/attachment/10021/image-20210907-072405.png,07/Sep/21 7:29 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-072843.png;https://corporateola281999.atlassian.net/secure/attachment/10023/image-20210907-072843.png,,,,,,,,{},,,,,,,0|i0013m:,,EL Sprint 1,,,,,,,,To Do
First Name field is accepting more than 100 characters ,EL-156,10190,Bug,To Do,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Highest,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 10:53 AM,07/Sep/21 9:19 AM,09/Sep/21 5:37 AM,,,0,"First Name field accept more than 100 characters

    1.Go to application

    2.Go to Login Page

    3.Go on sign up page 

    4.Registration page will open

    5.Verify First Name field 



Expected Result

    First Name field should not accept more than 100 characters

Actual Result

    First Name field accepts more than 100 characters



User is able to enter with 100 characters for First Name and user does not get any validation message

!image-20210907-073204.png|width=1260,height=672!



User is able to register with 100 characters for First Name

!image-20210907-073336.png|width=1387,height=445!",,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,EL-3,,,,,EL-17,,,,,,,,,,,,,,,,07/Sep/21 7:33 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-073204.png;https://corporateola281999.atlassian.net/secure/attachment/10024/image-20210907-073204.png,07/Sep/21 7:33 AM;ug:05ce9516-0560-4fd7-89c8-3f2ff07c4390;image-20210907-073336.png;https://corporateola281999.atlassian.net/secure/attachment/10025/image-20210907-073336.png,,,,,,,,{},,,,,,,0|i0013e:,,EL Sprint 1,,,,,,,,To Do
Verify user is able to see rectangular shape 'Login' button.,EL-155,10189,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:48 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-154,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00136:,,EL Sprint 1,,,,,,,,Done
Verify user is able to see text of 'Login' button in white color.,EL-154,10188,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:45 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-153,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0012y:,,EL Sprint 1,,,,,,,,Done
Verify user is able to see 'Login' button in blue color.,EL-153,10187,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:43 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-152,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0012q:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Login' button is clickable on text area or whole area of button.,EL-152,10186,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:42 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-151,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0012i:,,EL Sprint 1,,,,,,,,Done
Verify whether 'Login' button is clickable.,EL-151,10185,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:40 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-149,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0012a:,,EL Sprint 1,,,,,,,,Done
Verify 'Login' button is mandatory.,EL-149,10183,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:27 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-123,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00122:,,EL Sprint 1,,,,,,,,Done
Verify 'Login' field type is button.,EL-148,10182,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:24 AM,07/Sep/21 12:52 PM,09/Sep/21 5:37 AM,07/Sep/21 12:52 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-123,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0011u:,,EL Sprint 1,,,,,,,,Done
Verify language of login page changes with respective to 'Language' choose by user from drop down list.,EL-147,10181,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:10 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-146,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0011m:,,EL Sprint 1,,,,,,,,Done
Verify user should be able see different languages with their respective flag symbols in 'Language' field's drop down list .,EL-146,10180,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:05 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-142,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0011e:,,EL Sprint 1,,,,,,,,Done
Verify whether user  can see different  languages in 'Language' field's drop down with their respective flag symbols. list .,EL-145,10179,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:05 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-142,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00116:,,EL Sprint 1,,,,,,,,Done
Verify 'Language' field having default language English.,EL-144,10178,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:01 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-81,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0010y:,,EL Sprint 1,,,,,,,,Done
Verify whether user is able to choose different language from 'Language' field's drop down list.,EL-143,10177,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 9:00 AM,08/Sep/21 8:42 AM,08/Sep/21 8:42 AM,08/Sep/21 8:42 AM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-78,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0010q:,,EL Sprint 1,,,,,,,,Done
