Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify whether user  can see different  languages in 'Language' field's drop down list .,EL-142,10176,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:58 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-77,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0010i:,,EL Sprint 1,,,,,,,,Done
Verify whether user can click 'Language' field's drop down list or not.,EL-141,10175,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:55 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-76,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0010a:,,EL Sprint 1,,,,,,,,Done
Verify whether user is able to see 'Language' field drop down list.,EL-140,10174,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:49 AM,07/Sep/21 12:48 PM,09/Sep/21 5:37 AM,07/Sep/21 12:48 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-75,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i00102:,,EL Sprint 1,,,,,,,,Done
Verify 'Password' field should be mandatory.,EL-139,10173,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:44 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-123,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000zu:,,EL Sprint 1,,,,,,,,Done
Verify user should not be able to see which is entered in 'Password' field.,EL-138,10172,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:38 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-137,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000zm:,,EL Sprint 1,,,,,,,,Done
Verify user should be able to enter alphanumeric characters in 'Password' field.,EL-137,10171,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:36 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-130,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ze:,,EL Sprint 1,,,,,,,,Done
Verify text of 'Password' field is should be case insensitive.,EL-136,10170,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 8:33 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-129,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000z6:,,EL Sprint 1,,,,,,,,Done
Verify user should be able see icon of lock for 'Password' field.,EL-135,10169,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 7:05 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-128,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000yy:,,EL Sprint 1,,,,,,,,Done
Verify user should be able see placeholder value of  'Password' is password.,EL-134,10168,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 7:03 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-127,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000yq:,,EL Sprint 1,,,,,,,,Done
Verify user should get validation message for invalid 'Password'.,EL-133,10167,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:59 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-126,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000yi:,,EL Sprint 1,,,,,,,,Done
Verify user should get validation message for 'Password' field should not be null.,EL-132,10166,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:56 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-125,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ya:,,EL Sprint 1,,,,,,,,Done
Verify  the input type of 'Password' field is text.,EL-131,10165,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:51 AM,07/Sep/21 12:47 PM,09/Sep/21 5:37 AM,07/Sep/21 12:47 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-46,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000y2:,,EL Sprint 1,,,,,,,,Done
Verify user should be able to enter alphanumeric characters in 'User Name' field.,EL-130,10164,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:47 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-113,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000xu:,,EL Sprint 1,,,,,,,,Done
Verify text of 'User Name' field is should be case insensitive.,EL-129,10163,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:45 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-41,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000xm:,,EL Sprint 1,,,,,,,,Done
Verify user should be able see icon of user  for 'User Name'.,EL-128,10162,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:42 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-127,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000xe:,,EL Sprint 1,,,,,,,,Done
Verify user should be able see placeholder value of  'User Name' is username.,EL-127,10161,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 6:05 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-126,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000x6:,,EL Sprint 1,,,,,,,,Done
Verify user should get validation message for invalid 'User Name' .,EL-126,10160,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 5:27 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-125,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wy:,,EL Sprint 1,,,,,,,,Done
Verify user should get validation message for 'User Name' field should not be null.,EL-125,10159,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 5:17 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-124,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wq:,,EL Sprint 1,,,,,,,,Done
Verify 'User Name' field should be type of text.,EL-124,10158,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 5:14 AM,07/Sep/21 12:38 PM,09/Sep/21 5:37 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-123,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wi:,,EL Sprint 1,,,,,,,,Done
Verify 'User Name' field should be mandatory.,EL-123,10157,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 5:01 AM,08/Sep/21 6:26 AM,08/Sep/21 6:25 AM,07/Sep/21 12:38 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-112,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000wa:,,EL Sprint 1,,,,,,,,Done
"As a user, I want to choose my Language from drop down list into system so that E-Learning Organization can manage it.",EL-122,10156,Story,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:40 AM,08/Sep/21 9:58 AM,08/Sep/21 11:31 AM,07/Sep/21 12:54 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-140,EL-141,EL-142,EL-144,EL-145,EL-146,EL-147,,,,,,,,,,,,,,,,,,,{},,EL-1,,,,,0|i000w2:,,EL Sprint 1,,,,,,,,Done
"As a user, I want to click I Lost My Password link into system so that E-Learning Organization can reset my password and manage it.",EL-121,10155,Story,Block,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:38 AM,08/Sep/21 9:25 AM,09/Sep/21 5:35 AM,,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-169,EL-171,EL-172,EL-173,EL-174,EL-175,EL-176,EL-177,EL-178,EL-179,EL-180,EL-182,EL-183,EL-184,EL-185,,,,,,,,,,,{},,EL-1,,,,,0|i000vu:,,EL Sprint 1,,,,,,,,In Progress
"As a user, I want to click Sign Up link into system so that E-Learning Organization can register my details and manage it.",EL-120,10154,Story,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:37 AM,07/Sep/21 12:54 PM,07/Sep/21 12:51 PM,07/Sep/21 12:54 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-168,,,,,,,,,,,,,,,,,,,,,,,,,{},,EL-1,,,,,0|i000vm:,,EL Sprint 1,,,,,,,,Done
"As a user, I want to click Login Button into system so that E-Learning Organization can manage it.",EL-119,10153,Story,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:32 AM,08/Sep/21 9:58 AM,08/Sep/21 9:58 AM,07/Sep/21 12:54 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-148,EL-149,EL-151,EL-152,EL-153,EL-154,EL-155,,,,,,,,,,,,,,,,,,,{},,EL-1,,,,,0|i000ve:,,EL Sprint 1,,,,,,,,Done
"As a user, I want to enter my Password into system so that E-Learning Organization can manage it.",EL-118,10152,Story,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:31 AM,08/Sep/21 9:59 AM,08/Sep/21 9:58 AM,07/Sep/21 12:54 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-131,EL-132,EL-133,EL-134,EL-135,EL-136,EL-137,EL-138,EL-139,EL-170,,,,,,,,,,,,,,,,{},,EL-1,,,,,0|i000v6:,,EL Sprint 1,,,,,,,,Done
"As a user, I want to enter my User Name into system so that E-Learning Organization can manage it.",EL-117,10151,Story,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:31 AM,08/Sep/21 9:59 AM,08/Sep/21 9:59 AM,07/Sep/21 12:54 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,,EL-123,EL-124,EL-125,EL-126,EL-127,EL-128,EL-129,EL-130,,,,,,,,,,,,,,,,,,{},,EL-1,,,,,0|i000uy:,,EL Sprint 1,,,,,,,,Done
Verify user should get a validation message for entering special symbols rather than(_.-) in 'User Name' field.,EL-116,10150,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:15 AM,07/Sep/21 12:50 PM,09/Sep/21 5:37 AM,07/Sep/21 12:50 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-114,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000uq:,,EL Sprint 1,,,,,,,,Done
Verify user must see the 'User Name' text field in the registration page.,EL-115,10149,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 4:11 AM,07/Sep/21 12:50 PM,09/Sep/21 5:37 AM,07/Sep/21 12:50 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-16,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ui:,,EL Sprint 1,,,,,,,,Done
Verify user should not be able to enter special symbols rather than(_.-) in 'User Name' field.,EL-114,10148,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 3:54 AM,07/Sep/21 12:50 PM,09/Sep/21 5:37 AM,07/Sep/21 12:50 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-113,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000ua:,,EL Sprint 1,,,,,,,,Done
Verify user should be able to enter alphanumeric characters in 'User Name' field.,EL-113,10147,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 3:50 AM,07/Sep/21 12:50 PM,09/Sep/21 5:37 AM,07/Sep/21 12:50 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-112,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000u2:,,EL Sprint 1,,,,,,,,Done
Verify whether 'User Name' field is mandatory.,EL-112,10146,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,06/Sep/21 3:47 AM,07/Sep/21 12:50 PM,09/Sep/21 5:37 AM,07/Sep/21 12:50 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-104,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000tu:,,EL Sprint 1,,,,,,,,Done
Verify user is able to see green tick of chosen option for 'What do you want to do ?' field.,EL-111,10145,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 2:13 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-110,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000tm:,,EL Sprint 1,,,,,,,,Done
Verify user is able to see black-white picture of non chosen option of 'What do you want to do ?' field.,EL-110,10144,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 2:11 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-109,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000te:,,EL Sprint 1,,,,,,,,Done
Verify user is able to see color picture of chosen option of 'What do you want to do ?' field.,EL-109,10143,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 2:08 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-108,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000t6:,,EL Sprint 1,,,,,,,,Done
Verify whether 'What do you want to do ?' field has two radio button with two different picture for Follow courses and teach courses.,EL-108,10142,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 2:06 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-107,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sy:,,EL Sprint 1,,,,,,,,Done
Verify whether 'What do you want to do ?' field has two radio button.,EL-107,10141,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 2:02 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-106,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000sq:,,EL Sprint 1,,,,,,,,Done
Verify whether 'What do you want to do ?' field has two option for choice.,EL-106,10140,Test,Done,EL,E-Learning,software,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,Medium,Done,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,05/Sep/21 1:58 PM,07/Sep/21 12:46 PM,09/Sep/21 5:37 AM,07/Sep/21 12:46 PM,,0,,,Tanaya Bhagde,612ef7b46a4c09006a9fdf3c,,,,,,,,,,,,,EL-97,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i000si:,,EL Sprint 1,,,,,,,,Done
